# _tick,_time,frames,mean_episode_return_0,mean_episode_length_0,loss_0,mean_episode_return_1,mean_episode_length_1,loss_1,mean_episode_return_2,mean_episode_length_2,loss_2,mean_episode_return_3,mean_episode_length_3,loss_3
26,1766558457.1863096,83200,-1.0,1237.0,0.9920861124992371,nan,0,0.9706535339355469,nan,0,0.9785774946212769,nan,0,0.9882214665412903
27,1766558463.003661,86400,-1.0,1237.0,0.9920861124992371,nan,0,0.9706535339355469,nan,0,0.9785774946212769,nan,0,0.979370653629303
28,1766558464.8517666,89600,-1.0,1237.0,0.9920861124992371,1.0,1408.0,0.9509834051132202,nan,0,0.9785774946212769,nan,0,0.979370653629303
29,1766558469.7894297,92800,-1.0,1237.0,0.9920861124992371,1.0,1408.0,0.9509834051132202,-1.0,1091.0,0.9645071029663086,nan,0,0.979370653629303
30,1766558474.3842747,96000,-1.0,1237.0,0.9920861124992371,1.0,1408.0,0.9509834051132202,-1.0,1091.0,0.9645071029663086,1.0,1468.0,0.9657549858093262
31,1766558479.8817797,99200,-0.3333333134651184,1760.3333740234375,1.0044465065002441,1.0,1408.0,0.9509834051132202,-1.0,1091.0,0.9645071029663086,1.0,1468.0,0.9657549858093262
32,1766558487.5577996,102400,-0.3333333134651184,1760.3333740234375,1.0044465065002441,1.0,1408.0,0.9509834051132202,-0.5,1604.25,1.0504536628723145,1.0,1468.0,0.9657549858093262
33,1766558493.3461251,105600,-0.3333333134651184,1760.3333740234375,1.0044465065002441,1.0,1408.0,0.9509834051132202,-0.5,1604.25,1.0504536628723145,0.5,1683.5,1.050210952758789
34,1766558494.7273955,108800,-0.5555555820465088,1631.0,1.007531762123108,1.0,1408.0,0.9509834051132202,-0.5,1604.25,1.0504536628723145,0.5,1683.5,1.050210952758789
35,1766558501.7262561,112000,-0.5555555820465088,1631.0,1.007531762123108,0.6666666865348816,1654.666748046875,1.0713144540786743,-0.5,1604.25,1.0504536628723145,0.5,1683.5,1.050210952758789
36,1766558504.7444477,115200,-0.5555555820465088,1631.0,1.007531762123108,0.6666666865348816,1654.666748046875,1.0713144540786743,-0.6666666865348816,1701.5,1.0320756435394287,0.5,1683.5,1.050210952758789
37,1766558509.3452818,118400,-0.4166666567325592,998.5,1.0038365125656128,0.6666666865348816,1654.666748046875,1.0713144540786743,-0.6666666865348816,1701.5,1.0320756435394287,0.5,1683.5,1.050210952758789
38,1766558509.3755898,121600,-0.4166666567325592,998.5,1.0038365125656128,0.6666666865348816,1654.666748046875,1.0713144540786743,-0.6666666865348816,1701.5,1.0320756435394287,0.6666666865348816,1712.0,1.0293190479278564
39,1766558521.902125,124800,-0.4166666567325592,998.5,1.0038365125656128,0.6666666865348816,1654.666748046875,1.0713144540786743,-0.5833333730697632,1170.0,1.0049784183502197,0.6666666865348816,1712.0,1.0293190479278564
40,1766558522.0928001,128000,-0.5333333015441895,1354.5,1.0066699981689453,0.6666666865348816,1654.666748046875,1.0713144540786743,-0.5833333730697632,1170.0,1.0049784183502197,0.6666666865348816,1712.0,1.0293190479278564
41,1766558527.135582,131200,-0.5333333015441895,1354.5,1.0066699981689453,0.6666666865348816,1654.666748046875,1.0713144540786743,-0.5833333730697632,1170.0,1.0049784183502197,0.5833333730697632,1177.0,1.0106257200241089
42,1766558531.7652934,134400,-0.5333333015441895,1354.5,1.0066699981689453,0.6111111640930176,1323.75,1.0052663087844849,-0.5833333730697632,1170.0,1.0049784183502197,0.5833333730697632,1177.0,1.0106257200241089
43,1766558532.2140737,137600,-0.5,1092.0,1.0009783506393433,0.6111111640930176,1323.75,1.0052663087844849,-0.5833333730697632,1170.0,1.0049784183502197,0.5833333730697632,1177.0,1.0106257200241089
44,1766558534.5913727,140800,-0.5,1092.0,1.0009783506393433,0.6111111640930176,1323.75,1.0052663087844849,-0.5833333730697632,1170.0,1.0049784183502197,0.5833333730697632,1177.0,1.01064133644104
45,1766558536.8958802,144000,-0.5,1092.0,1.0009783506393433,0.6111111640930176,1323.75,1.0052663087844849,-0.46666669845581055,1842.5,1.0158058404922485,0.5833333730697632,1177.0,1.01064133644104
46,1766558538.4248316,147200,-0.5,1092.0,1.0009783506393433,0.4583333432674408,740.0,0.9615902304649353,-0.46666669845581055,1842.5,1.0158058404922485,0.5833333730697632,1177.0,1.01064133644104
47,1766558540.3995996,150400,-0.4285714626312256,1730.75,1.0003520250320435,0.4583333432674408,740.0,0.9615902304649353,-0.46666669845581055,1842.5,1.0158058404922485,0.5833333730697632,1177.0,1.01064133644104
48,1766558542.688437,153600,-0.4285714626312256,1730.75,1.0003520250320435,0.4583333432674408,740.0,0.9615902304649353,-0.444444477558136,1047.666748046875,0.9964495897293091,0.5833333730697632,1177.0,1.01064133644104
49,1766558544.8004158,156800,-0.375,1069.0,1.0031523704528809,0.4583333432674408,740.0,0.9615902304649353,-0.444444477558136,1047.666748046875,0.9964495897293091,0.5833333730697632,1177.0,1.01064133644104
50,1766558546.9378269,160000,-0.375,1069.0,1.0031523704528809,0.4333333671092987,1954.3333740234375,0.9840661287307739,-0.444444477558136,1047.666748046875,0.9964495897293091,0.5833333730697632,1177.0,1.01064133644104
51,1766558547.943117,163200,-0.375,1069.0,1.0031523704528809,0.4333333671092987,1954.3333740234375,0.9840661287307739,-0.444444477558136,1047.666748046875,0.9964495897293091,0.46666669845581055,1361.75,0.9990935921669006
52,1766558550.4166915,166400,-0.375,1069.0,1.0031523704528809,0.4333333671092987,1954.3333740234375,0.9840661287307739,-0.2380952537059784,1649.0,0.9999600648880005,0.46666669845581055,1361.75,0.9990935921669006
53,1766558551.4496484,169600,-0.375,1069.0,1.0031523704528809,0.3611111342906952,954.0,1.016359567642212,-0.2380952537059784,1649.0,0.9999600648880005,0.46666669845581055,1361.75,0.9990935921669006
54,1766558553.90567,172800,-0.375,1069.0,1.0031523704528809,0.3611111342906952,954.0,1.016359567642212,-0.2380952537059784,1649.0,0.9999600648880005,0.5555555820465088,1443.0,1.000515103340149
55,1766558558.9212084,176000,-0.375,1069.0,1.0031523704528809,0.3611111342906952,954.0,1.016359567642212,-0.2708333432674408,1962.25,1.008158802986145,0.5555555820465088,1443.0,1.000515103340149
56,1766558559.031717,179200,-0.375,1069.0,1.0031523704528809,0.4523809850215912,1430.0,0.991816520690918,-0.2708333432674408,1962.25,1.008158802986145,0.5555555820465088,1443.0,1.000515103340149
57,1766558559.4317102,182400,-0.3333333432674408,1061.0,0.9991863965988159,0.4523809850215912,1430.0,0.991816520690918,-0.2708333432674408,1962.25,1.008158802986145,0.5555555820465088,1443.0,1.000515103340149
58,1766558561.2230122,185600,-0.3333333432674408,1061.0,0.9991863965988159,0.4523809850215912,1430.0,0.991816520690918,-0.2708333432674408,1962.25,1.008158802986145,0.3333333432674408,1769.0,0.9965531826019287
